學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度,city_name,總計,sector,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,華語先修生男,華語先修生女
1286,耕莘健康管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,01 新北市,2 技職,109,新北市,124.0,私立,4.0,120.0,3.0,58.0,1.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,
1286,耕莘健康管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,01 新北市,2 技職,109,新北市,4574.0,私立,442.0,4132.0,83.0,728.0,71.0,739.0,91.0,798.0,85.0,839.0,78.0,839.0,0.0,0.0,0.0,0.0,34.0,189.0,,
1287,敏惠醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,11 臺南市,2 技職,109,臺南市,33.0,私立,7.0,26.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1287,敏惠醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,11 臺南市,2 技職,109,臺南市,3903.0,私立,495.0,3408.0,117.0,691.0,100.0,668.0,93.0,679.0,72.0,649.0,94.0,627.0,0.0,0.0,0.0,0.0,19.0,94.0,,
1289,育英醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,50 高雄市,2 技職,109,高雄市,1991.0,私立,224.0,1767.0,42.0,364.0,51.0,317.0,39.0,347.0,43.0,354.0,36.0,337.0,0.0,0.0,0.0,0.0,13.0,48.0,,
1291,聖母醫護管理專科學校,D 日,2 二專,,,,,,,,,,,,,,,,,02 宜蘭縣,2 技職,109,宜蘭縣,39.0,私立,25.0,14.0,8.0,10.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1291,聖母醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,02 宜蘭縣,2 技職,109,宜蘭縣,38.0,私立,18.0,20.0,11.0,11.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1291,聖母醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,02 宜蘭縣,2 技職,109,宜蘭縣,2150.0,私立,406.0,1744.0,58.0,279.0,66.0,302.0,73.0,304.0,73.0,390.0,122.0,432.0,0.0,0.0,0.0,0.0,14.0,37.0,,
1292,新生醫護管理專科學校,N 修,2 二專,,,,,,,,,,,,,,,,,03 桃園市,2 技職,109,桃園市,60.0,私立,9.0,51.0,7.0,31.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1292,新生醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,03 桃園市,2 技職,109,桃園市,6004.0,私立,763.0,5241.0,174.0,1109.0,147.0,1034.0,130.0,1006.0,139.0,963.0,138.0,983.0,0.0,0.0,0.0,0.0,35.0,146.0,,
1293,崇仁醫護管理專科學校,D 日,5 五專,,,,,,,,,,,,,,,,,10 嘉義縣,2 技職,109,嘉義縣,3293.0,私立,425.0,2868.0,95.0,551.0,75.0,582.0,78.0,535.0,86.0,577.0,74.0,578.0,0.0,0.0,0.0,0.0,17.0,45.0,,
3002,臺北市立大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,109,臺北市,225.0,私立,99.0,126.0,15.0,22.0,14.0,15.0,14.0,15.0,12.0,9.0,15.0,14.0,11.0,14.0,18.0,37.0,0.0,0.0,,
3002,臺北市立大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,109,臺北市,1288.0,私立,457.0,831.0,151.0,261.0,146.0,214.0,71.0,147.0,48.0,149.0,26.0,26.0,15.0,34.0,0.0,0.0,0.0,0.0,,
3002,臺北市立大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,109,臺北市,1122.0,私立,313.0,809.0,104.0,273.0,104.0,261.0,47.0,115.0,25.0,84.0,20.0,41.0,13.0,35.0,0.0,0.0,0.0,0.0,,
3002,臺北市立大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,109,臺北市,5351.0,私立,2355.0,2996.0,578.0,728.0,531.0,719.0,527.0,713.0,505.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,157.0,,
1,國立政治大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,110,臺北市,948.0,公立,537.0,411.0,88.0,67.0,81.0,62.0,86.0,71.0,79.0,62.0,71.0,57.0,71.0,40.0,61.0,52.0,0.0,0.0,,
1,國立政治大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,110,臺北市,3974.0,公立,1828.0,2146.0,624.0,729.0,591.0,744.0,370.0,409.0,240.0,264.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,國立政治大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,110,臺北市,1632.0,公立,779.0,853.0,227.0,294.0,239.0,214.0,152.0,191.0,88.0,89.0,72.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,,
1,國立政治大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,110,臺北市,9556.0,公立,3920.0,5636.0,900.0,1303.0,920.0,1270.0,900.0,1313.0,911.0,1327.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,423.0,,
2,國立清華大學,D 日,D 博士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,110,新竹市,1663.0,公立,1192.0,471.0,248.0,114.0,193.0,77.0,205.0,76.0,174.0,72.0,112.0,47.0,95.0,31.0,165.0,54.0,0.0,0.0,,
2,國立清華大學,D 日,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,110,新竹市,5570.0,公立,3372.0,2198.0,1430.0,905.0,1313.0,731.0,404.0,292.0,216.0,222.0,9.0,26.0,0.0,21.0,0.0,1.0,0.0,0.0,,
2,國立清華大學,N 職,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,110,新竹市,1366.0,公立,507.0,859.0,219.0,264.0,161.0,269.0,51.0,129.0,25.0,73.0,27.0,44.0,8.0,36.0,16.0,44.0,0.0,0.0,,
2,國立清華大學,D 日,B 學士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,110,新竹市,8888.0,公立,4883.0,4005.0,1267.0,999.0,1153.0,1016.0,1108.0,942.0,1074.0,865.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,183.0,,
2,國立清華大學,D 日,X 4+X,,,,,,,,,,,,,,,,,18 新竹市,1 一般,110,新竹市,1.0,公立,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
3,國立臺灣大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,110,臺北市,3666.0,公立,2510.0,1156.0,516.0,261.0,459.0,199.0,400.0,166.0,298.0,158.0,283.0,132.0,229.0,97.0,325.0,143.0,0.0,0.0,,
3,國立臺灣大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,110,臺北市,10720.0,公立,6451.0,4269.0,2695.0,1691.0,2399.0,1529.0,869.0,592.0,488.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3,國立臺灣大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,110,臺北市,1631.0,公立,1009.0,622.0,351.0,231.0,353.0,227.0,149.0,100.0,65.0,30.0,36.0,9.0,55.0,25.0,0.0,0.0,0.0,0.0,,
3,國立臺灣大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,1 一般,110,臺北市,16906.0,公立,9525.0,7381.0,2198.0,1688.0,2093.0,1737.0,2088.0,1656.0,2052.0,1499.0,197.0,149.0,173.0,90.0,0.0,0.0,724.0,562.0,,
4,國立臺灣師範大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,3 師範,110,臺北市,1358.0,公立,619.0,739.0,125.0,113.0,91.0,127.0,91.0,105.0,76.0,104.0,99.0,106.0,69.0,95.0,68.0,89.0,0.0,0.0,,
4,國立臺灣師範大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,3 師範,110,臺北市,4359.0,公立,1873.0,2486.0,670.0,890.0,599.0,725.0,387.0,512.0,217.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4,國立臺灣師範大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,3 師範,110,臺北市,2134.0,公立,627.0,1507.0,176.0,473.0,203.0,449.0,117.0,259.0,67.0,171.0,30.0,85.0,34.0,70.0,0.0,0.0,0.0,0.0,,
4,國立臺灣師範大學,D 日,B 學士,,,,,,,,,,,,,,,,,30 臺北市,3 師範,110,臺北市,8313.0,公立,3723.0,4590.0,936.0,1115.0,869.0,1137.0,843.0,1045.0,795.0,1019.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,274.0,,
5,國立成功大學,D 日,D 博士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,110,臺南市,1872.0,公立,1267.0,605.0,267.0,135.0,231.0,112.0,229.0,109.0,178.0,85.0,139.0,64.0,115.0,49.0,108.0,51.0,0.0,0.0,,
5,國立成功大學,D 日,M 碩士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,110,臺南市,7239.0,公立,4614.0,2625.0,2144.0,1133.0,1861.0,1069.0,447.0,281.0,162.0,137.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5,國立成功大學,N 職,M 碩士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,110,臺南市,1537.0,公立,947.0,590.0,312.0,220.0,276.0,185.0,214.0,106.0,91.0,49.0,47.0,30.0,6.0,0.0,1.0,0.0,0.0,0.0,,
5,國立成功大學,D 日,B 學士,,,,,,,,,,,,,,,,,21 臺南市,1 一般,110,臺南市,11758.0,公立,7307.0,4451.0,1861.0,1079.0,1655.0,1072.0,1669.0,1031.0,1561.0,973.0,97.0,76.0,58.0,33.0,0.0,0.0,406.0,187.0,,
6,國立中興大學,D 日,D 博士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,110,臺中市,966.0,公立,659.0,307.0,106.0,64.0,107.0,42.0,104.0,52.0,97.0,52.0,88.0,32.0,62.0,33.0,95.0,32.0,0.0,0.0,,
6,國立中興大學,D 日,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,110,臺中市,3477.0,公立,2053.0,1424.0,923.0,623.0,807.0,560.0,231.0,162.0,88.0,77.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6,國立中興大學,N 職,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,110,臺中市,1706.0,公立,1111.0,595.0,410.0,215.0,325.0,233.0,183.0,72.0,105.0,46.0,88.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,
6,國立中興大學,D 日,B 學士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,110,臺中市,8069.0,公立,4599.0,3470.0,1140.0,835.0,1055.0,797.0,1089.0,884.0,1082.0,797.0,38.0,49.0,0.0,0.0,0.0,0.0,195.0,108.0,,
6,國立中興大學,P 進,B 學士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,110,臺中市,936.0,公立,413.0,523.0,101.0,135.0,97.0,109.0,93.0,108.0,73.0,117.0,33.0,45.0,0.0,0.0,0.0,0.0,16.0,9.0,,
7,國立陽明交通大學,D 日,D 博士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,110,新竹市,2653.0,公立,1831.0,822.0,370.0,177.0,287.0,151.0,306.0,153.0,279.0,106.0,223.0,93.0,157.0,61.0,209.0,81.0,0.0,0.0,,
7,國立陽明交通大學,D 日,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,110,新竹市,7547.0,公立,4783.0,2764.0,1905.0,1118.0,1721.0,1030.0,908.0,444.0,244.0,161.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,,
7,國立陽明交通大學,N 職,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,110,新竹市,1781.0,公立,1142.0,639.0,378.0,243.0,351.0,220.0,199.0,92.0,133.0,39.0,80.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,,
7,國立陽明交通大學,D 日,B 學士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,110,新竹市,8431.0,公立,5430.0,3001.0,1289.0,681.0,1247.0,697.0,1248.0,755.0,1093.0,586.0,154.0,99.0,163.0,96.0,6.0,4.0,230.0,83.0,,
8,國立中央大學,D 日,D 博士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,110,桃園市,1007.0,公立,705.0,302.0,148.0,60.0,120.0,48.0,112.0,45.0,113.0,45.0,79.0,43.0,70.0,31.0,63.0,30.0,0.0,0.0,,
8,國立中央大學,D 日,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,110,桃園市,3620.0,公立,2430.0,1190.0,1105.0,513.0,926.0,473.0,277.0,124.0,90.0,67.0,32.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,
8,國立中央大學,N 職,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,110,桃園市,1433.0,公立,896.0,537.0,344.0,227.0,314.0,204.0,112.0,66.0,74.0,16.0,37.0,19.0,15.0,5.0,0.0,0.0,0.0,0.0,,
8,國立中央大學,D 日,B 學士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,110,桃園市,6068.0,公立,3792.0,2276.0,995.0,573.0,911.0,590.0,860.0,518.0,869.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,55.0,,
9,國立中山大學,D 日,D 博士,,,,,,,,,,,,,,,,,50 高雄市,1 一般,110,高雄市,823.0,公立,540.0,283.0,115.0,70.0,103.0,63.0,90.0,39.0,76.0,43.0,65.0,28.0,49.0,20.0,42.0,20.0,0.0,0.0,,
9,國立中山大學,D 日,M 碩士,,,,,,,,,,,,,,,,,50 高雄市,1 一般,110,高雄市,3180.0,公立,1974.0,1206.0,870.0,540.0,718.0,420.0,273.0,172.0,110.0,71.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9,國立中山大學,N 職,M 碩士,,,,,,,,,,,,,,,,,50 高雄市,1 一般,110,高雄市,1090.0,公立,534.0,556.0,182.0,217.0,193.0,193.0,95.0,76.0,33.0,38.0,22.0,20.0,9.0,11.0,0.0,1.0,0.0,0.0,,
9,國立中山大學,D 日,B 學士,,,,,,,,,,,,,,,,,50 高雄市,1 一般,110,高雄市,4804.0,公立,2926.0,1878.0,737.0,473.0,696.0,432.0,650.0,466.0,680.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,92.0,,
12,國立臺灣海洋大學,D 日,D 博士,,,,,,,,,,,,,,,,,17 基隆市,1 一般,110,基隆市,330.0,公立,237.0,93.0,34.0,22.0,43.0,11.0,40.0,23.0,38.0,12.0,24.0,10.0,21.0,3.0,37.0,12.0,0.0,0.0,,
12,國立臺灣海洋大學,D 日,M 碩士,,,,,,,,,,,,,,,,,17 基隆市,1 一般,110,基隆市,1430.0,公立,943.0,487.0,393.0,226.0,352.0,161.0,128.0,57.0,42.0,24.0,17.0,9.0,9.0,7.0,2.0,3.0,0.0,0.0,,
12,國立臺灣海洋大學,N 職,M 碩士,,,,,,,,,,,,,,,,,17 基隆市,1 一般,110,基隆市,647.0,公立,403.0,244.0,167.0,99.0,129.0,75.0,53.0,39.0,22.0,18.0,13.0,6.0,15.0,3.0,4.0,4.0,0.0,0.0,,
12,國立臺灣海洋大學,D 日,B 學士,,,,,,,,,,,,,,,,,17 基隆市,1 一般,110,基隆市,6072.0,公立,4156.0,1916.0,1036.0,485.0,983.0,459.0,949.0,484.0,926.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,40.0,,
12,國立臺灣海洋大學,P 進,B 學士,,,,,,,,,,,,,,,,,17 基隆市,1 一般,110,基隆市,588.0,公立,378.0,210.0,128.0,41.0,126.0,58.0,56.0,40.0,47.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,,
12,國立臺灣海洋大學,N 修,X 4+X,,,,,,,,,,,,,,,,,17 基隆市,1 一般,110,基隆市,1.0,公立,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
13,國立中正大學,D 日,D 博士,,,,,,,,,,,,,,,,,10 嘉義縣,1 一般,110,嘉義縣,549.0,公立,365.0,184.0,53.0,32.0,53.0,24.0,62.0,34.0,53.0,25.0,48.0,27.0,46.0,18.0,50.0,24.0,0.0,0.0,,
13,國立中正大學,D 日,M 碩士,,,,,,,,,,,,,,,,,10 嘉義縣,1 一般,110,嘉義縣,2821.0,公立,1730.0,1091.0,695.0,433.0,671.0,372.0,243.0,151.0,115.0,129.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13,國立中正大學,N 職,M 碩士,,,,,,,,,,,,,,,,,10 嘉義縣,1 一般,110,嘉義縣,1428.0,公立,616.0,812.0,216.0,287.0,195.0,270.0,92.0,144.0,65.0,71.0,48.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,
13,國立中正大學,D 日,B 學士,,,,,,,,,,,,,,,,,10 嘉義縣,1 一般,110,嘉義縣,6414.0,公立,3483.0,2931.0,883.0,729.0,842.0,735.0,815.0,691.0,786.0,713.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,63.0,,
14,國立高雄師範大學,D 日,D 博士,,,,,,,,,,,,,,,,,50 高雄市,3 師範,110,高雄市,458.0,公立,222.0,236.0,37.0,36.0,30.0,39.0,28.0,37.0,31.0,28.0,32.0,33.0,28.0,26.0,36.0,37.0,0.0,0.0,,
14,國立高雄師範大學,D 日,M 碩士,,,,,,,,,,,,,,,,,50 高雄市,3 師範,110,高雄市,1442.0,公立,519.0,923.0,186.0,272.0,135.0,264.0,99.0,183.0,73.0,157.0,16.0,26.0,6.0,10.0,4.0,11.0,0.0,0.0,,
14,國立高雄師範大學,N 職,M 碩士,,,,,,,,,,,,,,,,,50 高雄市,3 師範,110,高雄市,1454.0,公立,520.0,934.0,175.0,341.0,187.0,275.0,67.0,160.0,36.0,66.0,31.0,49.0,24.0,43.0,0.0,0.0,0.0,0.0,,
14,國立高雄師範大學,D 日,B 學士,,,,,,,,,,,,,,,,,50 高雄市,3 師範,110,高雄市,3793.0,公立,1874.0,1919.0,498.0,467.0,421.0,488.0,449.0,457.0,440.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,57.0,,
15,國立彰化師範大學,D 日,D 博士,,,,,,,,,,,,,,,,,07 彰化縣,3 師範,110,彰化縣,506.0,公立,300.0,206.0,43.0,39.0,52.0,26.0,40.0,33.0,49.0,27.0,43.0,31.0,41.0,26.0,32.0,24.0,0.0,0.0,,
15,國立彰化師範大學,D 日,M 碩士,,,,,,,,,,,,,,,,,07 彰化縣,3 師範,110,彰化縣,1655.0,公立,828.0,827.0,328.0,301.0,282.0,253.0,124.0,150.0,90.0,111.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,,
15,國立彰化師範大學,N 職,M 碩士,,,,,,,,,,,,,,,,,07 彰化縣,3 師範,110,彰化縣,1356.0,公立,568.0,788.0,206.0,245.0,199.0,228.0,57.0,109.0,44.0,85.0,29.0,71.0,33.0,50.0,0.0,0.0,0.0,0.0,,
15,國立彰化師範大學,D 日,B 學士,,,,,,,,,,,,,,,,,07 彰化縣,3 師範,110,彰化縣,4942.0,公立,2655.0,2287.0,644.0,581.0,637.0,538.0,637.0,558.0,597.0,544.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,66.0,,
17,國立臺北大學,D 日,D 博士,,,,,,,,,,,,,,,,,01 新北市,1 一般,110,新北市,212.0,公立,142.0,70.0,27.0,10.0,25.0,15.0,29.0,11.0,19.0,7.0,11.0,11.0,17.0,8.0,14.0,8.0,0.0,0.0,,
17,國立臺北大學,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,110,新北市,1404.0,公立,710.0,694.0,272.0,286.0,257.0,224.0,118.0,103.0,62.0,77.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,
17,國立臺北大學,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,1 一般,110,新北市,595.0,公立,279.0,316.0,125.0,121.0,97.0,117.0,38.0,43.0,13.0,22.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,
17,國立臺北大學,D 日,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,110,新北市,5956.0,公立,2733.0,3223.0,713.0,760.0,652.0,775.0,631.0,804.0,591.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,120.0,,
17,國立臺北大學,P 進,B 學士,,,,,,,,,,,,,,,,,01 新北市,1 一般,110,新北市,2069.0,公立,823.0,1246.0,237.0,331.0,217.0,291.0,159.0,274.0,145.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,74.0,,
18,國立嘉義大學,D 日,D 博士,,,,,,,,,,,,,,,,,20 嘉義市,1 一般,110,嘉義市,195.0,公立,111.0,84.0,22.0,11.0,16.0,19.0,17.0,14.0,16.0,8.0,14.0,7.0,9.0,7.0,17.0,18.0,0.0,0.0,,
18,國立嘉義大學,D 日,M 碩士,,,,,,,,,,,,,,,,,20 嘉義市,1 一般,110,嘉義市,1278.0,公立,609.0,669.0,243.0,235.0,191.0,207.0,107.0,134.0,68.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
18,國立嘉義大學,N 職,M 碩士,,,,,,,,,,,,,,,,,20 嘉義市,1 一般,110,嘉義市,929.0,公立,352.0,577.0,118.0,221.0,109.0,176.0,58.0,88.0,67.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
18,國立嘉義大學,D 日,B 學士,,,,,,,,,,,,,,,,,20 嘉義市,1 一般,110,嘉義市,7516.0,公立,3825.0,3691.0,995.0,970.0,959.0,873.0,872.0,892.0,862.0,871.0,27.0,23.0,0.0,0.0,0.0,0.0,110.0,62.0,,
18,國立嘉義大學,P 進,B 學士,,,,,,,,,,,,,,,,,20 嘉義市,1 一般,110,嘉義市,1887.0,公立,1184.0,703.0,313.0,187.0,270.0,171.0,268.0,163.0,240.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,24.0,,
19,國立高雄大學,D 日,D 博士,,,,,,,,,,,,,,,,,50 高雄市,1 一般,110,高雄市,30.0,公立,24.0,6.0,4.0,1.0,3.0,2.0,4.0,1.0,5.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,,
19,國立高雄大學,D 日,M 碩士,,,,,,,,,,,,,,,,,50 高雄市,1 一般,110,高雄市,656.0,公立,427.0,229.0,172.0,97.0,165.0,71.0,60.0,31.0,29.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
19,國立高雄大學,N 職,M 碩士,,,,,,,,,,,,,,,,,50 高雄市,1 一般,110,高雄市,550.0,公立,339.0,211.0,123.0,82.0,77.0,54.0,58.0,33.0,39.0,17.0,26.0,18.0,16.0,7.0,0.0,0.0,0.0,0.0,,
19,國立高雄大學,D 日,B 學士,,,,,,,,,,,,,,,,,50 高雄市,1 一般,110,高雄市,4534.0,公立,2644.0,1890.0,671.0,467.0,624.0,464.0,627.0,457.0,609.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,51.0,,
19,國立高雄大學,N 修,C 二技,,,,,,,,,,,,,,,,,50 高雄市,2 技職,110,高雄市,146.0,公立,76.0,70.0,0.0,0.0,0.0,0.0,25.0,33.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,,
20,國立東華大學,D 日,D 博士,,,,,,,,,,,,,,,,,15 花蓮縣,1 一般,110,花蓮縣,423.0,公立,242.0,181.0,50.0,42.0,37.0,37.0,41.0,32.0,37.0,23.0,22.0,16.0,23.0,13.0,32.0,18.0,0.0,0.0,,
20,國立東華大學,D 日,M 碩士,,,,,,,,,,,,,,,,,15 花蓮縣,1 一般,110,花蓮縣,1418.0,公立,719.0,699.0,281.0,245.0,207.0,177.0,120.0,136.0,87.0,109.0,14.0,15.0,10.0,17.0,0.0,0.0,0.0,0.0,,
20,國立東華大學,N 職,M 碩士,,,,,,,,,,,,,,,,,15 花蓮縣,1 一般,110,花蓮縣,563.0,公立,223.0,340.0,75.0,105.0,63.0,102.0,36.0,44.0,26.0,42.0,14.0,24.0,9.0,23.0,0.0,0.0,0.0,0.0,,
20,國立東華大學,D 日,B 學士,,,,,,,,,,,,,,,,,15 花蓮縣,1 一般,110,花蓮縣,7847.0,公立,3689.0,4158.0,951.0,1087.0,865.0,986.0,873.0,967.0,743.0,919.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,199.0,,
21,國立暨南國際大學,D 日,D 博士,,,,,,,,,,,,,,,,,08 南投縣,1 一般,110,南投縣,342.0,公立,180.0,162.0,36.0,29.0,29.0,23.0,30.0,26.0,19.0,22.0,26.0,21.0,23.0,18.0,17.0,23.0,0.0,0.0,,
21,國立暨南國際大學,D 日,M 碩士,,,,,,,,,,,,,,,,,08 南投縣,1 一般,110,南投縣,808.0,公立,353.0,455.0,148.0,168.0,103.0,115.0,56.0,84.0,41.0,69.0,4.0,13.0,1.0,6.0,0.0,0.0,0.0,0.0,,
21,國立暨南國際大學,N 職,M 碩士,,,,,,,,,,,,,,,,,08 南投縣,1 一般,110,南投縣,486.0,公立,174.0,312.0,69.0,110.0,50.0,103.0,22.0,45.0,14.0,24.0,7.0,16.0,12.0,14.0,0.0,0.0,0.0,0.0,,
21,國立暨南國際大學,D 日,B 學士,,,,,,,,,,,,,,,,,08 南投縣,1 一般,110,南投縣,4606.0,公立,2197.0,2409.0,624.0,632.0,529.0,567.0,476.0,536.0,440.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,86.0,,
22,國立臺灣科技大學,D 日,D 博士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,110,臺北市,1063.0,公立,803.0,260.0,199.0,71.0,180.0,62.0,160.0,49.0,87.0,33.0,66.0,23.0,58.0,11.0,53.0,11.0,0.0,0.0,,
22,國立臺灣科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,110,臺北市,3738.0,公立,2598.0,1140.0,1286.0,573.0,1048.0,462.0,215.0,80.0,47.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
22,國立臺灣科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,110,臺北市,786.0,公立,483.0,303.0,200.0,141.0,184.0,114.0,63.0,27.0,33.0,19.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,
22,國立臺灣科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,110,臺北市,5583.0,公立,3918.0,1665.0,981.0,418.0,965.0,418.0,904.0,402.0,881.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,58.0,,
